02442,03915,0391513,ｱｵﾓﾘｹﾝ,ｻﾝﾉﾍｸﾞﾝｺﾞﾉﾍﾏﾁ,ﾌﾙﾀﾞﾃ,青森県,三戸郡五戸町,古館,0,0,0,1,2,6
02442,03915,0391564,ｱｵﾓﾘｹﾝ,ｻﾝﾉﾍｸﾞﾝｺﾞﾉﾍﾏﾁ,ﾌﾙﾀﾞﾃｼﾓｶﾜﾗ,青森県,三戸郡五戸町,古館下川原,0,0,0,1,2,6
02442,03915,0391513,ｱｵﾓﾘｹﾝ,ｻﾝﾉﾍｸﾞﾝｺﾞﾉﾍﾏﾁ,ﾌﾙﾀﾞﾃﾑｶｲ,青森県,三戸郡五戸町,古館向,0,0,0,1,2,6
02442,03915,0391513,ｱｵﾓﾘｹﾝ,ｻﾝﾉﾍｸﾞﾝｺﾞﾉﾍﾏﾁ,ﾌﾙﾀﾞﾃﾑｶｲｶﾜﾗ,青森県,三戸郡五戸町,古館向川原,0,0,0,1,2,6
02442,03915,0391513,ｱｵﾓﾘｹﾝ,ｻﾝﾉﾍｸﾞﾝｺﾞﾉﾍﾏﾁ,ﾌﾙﾀﾞﾃﾜｷ,青森県,三戸郡五戸町,古館脇,0,0,0,1,2,6
20207,382,3820071,ﾅｶﾞﾉｹﾝ,ｽｻﾞｶｼ,ｵｶﾞﾜﾗﾁｮｳ,長野県,須坂市,小河原町,0,0,0,0,2,6
20207,382,3820033,ﾅｶﾞﾉｹﾝ,ｽｻﾞｶｼ,ｶﾒｸﾗﾁｮｳ,長野県,須坂市,亀倉町,0,0,0,0,2,6
20207,382,3820061,ﾅｶﾞﾉｹﾝ,ｽｻﾞｶｼ,ｷﾀｱｲﾉｼﾏﾁｮｳ,長野県,須坂市,北相之島町,0,0,0,0,2,6
20207,382,3820002,ﾅｶﾞﾉｹﾝ,ｽｻﾞｶｼ,ｷﾀｱｻﾋｶﾞｵｶﾁｮｳ,長野県,須坂市,北旭ケ丘町,0,0,0,0,2,6
20207,382,3820092,ﾅｶﾞﾉｹﾝ,ｽｻﾞｶｼ,ｷﾀﾊﾗﾁｮｳ,長野県,須坂市,北原町,0,0,0,0,2,6
20207,382,3820026,ﾅｶﾞﾉｹﾝ,ｽｻﾞｶｼ,ｻｶﾀﾞﾏﾁ,長野県,須坂市,坂田町,0,0,0,0,2,6
20207,382,3820005,ﾅｶﾞﾉｹﾝ,ｽｻﾞｶｼ,ｼﾝﾃﾞﾝﾁｮｳ,長野県,須坂市,新田町,0,0,0,0,2,6
20207,382,3820099,ﾅｶﾞﾉｹﾝ,ｽｻﾞｶｼ,ｽﾐｻｶ,長野県,須坂市,墨坂,0,0,0,0,2,6
20207,382,3820073,ﾅｶﾞﾉｹﾝ,ｽｻﾞｶｼ,ﾀﾉｶﾐﾏﾁ,長野県,須坂市,田の神町,0,0,0,0,2,6
20207,382,3820032,ﾅｶﾞﾉｹﾝ,ｽｻﾞｶｼ,ﾅﾂﾊﾞﾀﾁｮｳ,長野県,須坂市,夏端町,0,0,0,0,2,6
20207,38622,3862211,ﾅｶﾞﾉｹﾝ,ｽｻﾞｶｼ,ﾆﾚｲﾏﾁ,長野県,須坂市,仁礼町,1,0,0,0,2,6
20207,382,3820034,ﾅｶﾞﾉｹﾝ,ｽｻﾞｶｼ,ﾆﾚｲﾏﾁ,長野県,須坂市,仁礼町,1,0,0,0,2,6
20207,382,3820011,ﾅｶﾞﾉｹﾝ,ｽｻﾞｶｼ,ﾎﾝｺﾞｳﾏﾁ,長野県,須坂市,本郷町,0,0,0,0,2,6
20207,382,3820072,ﾅｶﾞﾉｹﾝ,ｽｻﾞｶｼ,ﾐﾅﾐｵｶﾞﾜﾗﾏﾁ,長野県,須坂市,南小河原町,0,0,0,0,2,6
26102,602,6020854,ｷｮｳﾄﾌ,ｷｮｳﾄｼｶﾐｷﾞｮｳｸ,ｶﾒﾔﾁｮｳ,京都府,京都市上京区,亀屋町,0,0,0,0,2,6
26102,602,6028002,ｷｮｳﾄﾌ,ｷｮｳﾄｼｶﾐｷﾞｮｳｸ,ﾀｶﾂｶｻﾁｮｳ,京都府,京都市上京区,鷹司町,0,0,0,0,2,6
26102,602,6028143,ｷｮｳﾄﾌ,ｷｮｳﾄｼｶﾐｷﾞｮｳｸ,ﾅｶﾉﾁｮｳ,京都府,京都市上京区,中之町,0,0,0,0,2,6
26104,604,6048052,ｷｮｳﾄﾌ,ｷｮｳﾄｼﾅｶｷﾞｮｳｸ,ｶｼﾞﾔﾁｮｳ,京都府,京都市中京区,鍛冶屋町,0,0,0,0,2,6
26104,604,6040975,ｷｮｳﾄﾌ,ｷｮｳﾄｼﾅｶｷﾞｮｳｸ,ｷｸﾔﾁｮｳ,京都府,京都市中京区,菊屋町,0,0,0,0,2,6
26106,600,6008045,ｷｮｳﾄﾌ,ｷｮｳﾄｼｼﾓｷﾞｮｳｸ,ﾁｬﾏﾔﾁｮｳ,京都府,京都市下京区,茶磨屋町,0,0,0,0,2,6
38215,79102,7910223,ｴﾋﾒｹﾝ,ﾄｳｵﾝｼ,ｶﾐﾊﾞﾔｼ,愛媛県,東温市,上林,0,0,0,0,2,6
